"estado";"cidade";"bairro";"cep";"logradouro";"latitude";"longitude";"altitude";"ddd";"cod_IBGE"
"RJ";"Rio de Janeiro";"Tijuca";"20550030";"Rua Marquês de Valença";-22,922813;-43,2257934;21,4;21;"3304557"
"RJ";"Rio de Janeiro";"Tijuca";"20550045";"Rua Carmela Dutra";-22,9233154;-43,2266192;24,9;21;"3304557"
"RJ";"Rio de Janeiro";"Maracanã";"20550140";"Rua Visconde de Itamarati";-22,9170198;-43,2318132;18,6;21;"3304557"
"RJ";"Rio de Janeiro";"Maracanã";"20550200";"Rua Oito de Dezembro";-22,9127036;-43,2261662;12;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20551010";"Rua Justiniano da Rocha";-22,9126825;-43,2408503;21,4;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20551031";"Boulevard Vinte e Oito de Setembro";-22,9167328;-43,2508337;20,2;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20551040";"Rua Hipólito da Costa";-22,9134663;-43,2415533;22,6;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20551050";"Rua Duque de Caxias";-22,9131082;-43,242548;24,7;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20551070";"Rua Torres Homem";-22,9167328;-43,2508337;20,2;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20551080";"Rua Visconde de Abaeté";-22,9149888;-43,2441013;25,1;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20551100";"Rua Engenheiro Gama Lobo";-22,9125813;-43,2446898;33,3;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20551230";"Rua Senador Nabuco";-22,9167328;-43,2508337;20,2;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20560000";"Rua Teodoro da Silva";-22,9167328;-43,2508337;20,2;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20560001";"Rua Teodoro da Silva";-22,9167328;-43,2508337;20,2;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20560050";"Rua Mendes Tavares";-22,9185819;-43,2540122;30,1;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20560070";"Rua Viana Drumond";-22,9190045;-43,2560785;32;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20560100";"Rua Emília Sampaio";-22,9183733;-43,2579168;35,9;21;"3304557"
"RJ";"Rio de Janeiro";"Grajaú";"20560160";"Rua José do Patrocínio";-22,9180393;-43,2630463;36,6;21;"3304557"
"RJ";"Rio de Janeiro";"Grajaú";"20561020";"Rua Professor Valadares";-22,9237136;-43,258999;36,4;21;"3304557"
"RJ";"Rio de Janeiro";"Grajaú";"20561070";"Rua Mearim";-22,9237136;-43,258999;36,4;21;"3304557"
"RJ";"Rio de Janeiro";"Grajaú";"20561092";"Avenida Engenheiro Richard";-22,9237136;-43,258999;36,4;21;"3304557"
"RJ";"Rio de Janeiro";"Grajaú";"20561240";"Rua Uberaba";-22,9249495;-43,2563723;29,5;21;"3304557"
"RJ";"Rio de Janeiro";"Méier";"20710070";"Rua Isolina";-22,9063906;-43,2794161;40,4;21;"3304557"
"RJ";"Rio de Janeiro";"Engenho Novo";"20715200";"Rua Leopoldino Bastos";-22,9137847;-43,266227;37;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Méier";"20720295";"Rua Aquidabã";-22,9106879461;-43,2885558909;38,5;21;"3304557"
"RJ";"Rio de Janeiro";"Lins de Vasconcelos";"20720310";"Rua Carolina Santos";-22,907019;-43,2848004;48,8;21;"3304557"
"RJ";"Rio de Janeiro";"Méier";"20725050";"Rua Joaquim Meier";-22,9059263;-43,2808767;51;21;"3304557"
"RJ";"Rio de Janeiro";"Méier";"20725060";"Rua Dona Claudina";-22,9059721;-43,2833817;47,3;21;"3304557"
"RJ";"Rio de Janeiro";"Méier";"20725220";"Rua Vilela Tavares";-22,9089575;-43,286756;48,8;21;"3304557"
"RJ";"Rio de Janeiro";"Engenho de Dentro";"20730340";"Rua Mapurari";-22,9095742;-43,298951;59;21;"3304557"
"RJ";"Rio de Janeiro";"Todos os Santos";"20735190";"Rua Almirante Calheiros da Graça";-22,8995793;-43,284587;59,2;21;"3304557"
"RJ";"Rio de Janeiro";"Méier";"20735230";"Rua Paulo Silva Araújo";-22,8992415;-43,2869809;35,7;21;"3304557"
"RJ";"Rio de Janeiro";"Piedade";"20740260";"Rua Assis Carneiro";-22,8934547;-43,3115886;48,9;21;"3304557"
"RJ";"Rio de Janeiro";"Engenho de Dentro";"20745110";"Rua Eulina Ribeiro";-22,9071218;-43,3018946;42;21;"3304557"
"RJ";"Rio de Janeiro";"Encantado";"20745125";"Rua Pompílio de Albuquerque";-22,900686;-43,3036675;42,2;21;"3304557"
"RJ";"Rio de Janeiro";"Água Santa";"20745200";"Rua da Pátria";-22,8186458;-43,3741733;55,8;21;"3304557"
"RJ";"Rio de Janeiro";"Encantado";"20745230";"Rua Joaquim Martins";-22,9000866;-43,3091624;36,9;21;"3304557"
"RJ";"Rio de Janeiro";"Água Santa";"20745312";"Rua Dois de Fevereiro";-22,9052068;-43,3072301;42,9;21;"3304557"
"RJ";"Rio de Janeiro";"Tomás Coelho";"20750340";"Rua Moacir de Almeida";-22,8693168;-43,3061814;32,7;21;"3304557"
"RJ";"Rio de Janeiro";"Tomás Coelho";"20750370";"Praça Henrique Gonzales";-22,8706101;-43,3045314;43,5;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Abolição";"20755240";"Rua Bráulio Muniz";-22,8878949;-43,2989988;44,7;21;"3304557"
"RJ";"Rio de Janeiro";"Piedade";"20756100";"Rua João Pinheiro";-22,8894261;-43,3063069;34,2;21;"3304557"
"RJ";"Rio de Janeiro";"Piedade";"20756121";"Rua Goiás";-22,8927261;-43,3062843;38;21;"3304557"
"RJ";"Rio de Janeiro";"Del Castilho";"20760020";"Praça da Confederação Suíça";-22,8787818;-43,2753258;18,4;21;"3304557"
"RJ";"Rio de Janeiro";"Engenho da Rainha";"20766620";"Rua Flora Rica";-22,8644972;-43,2968525;36,3;21;"3304557"
"RJ";"Rio de Janeiro";"Engenho da Rainha";"20766670";"Rua Sérgio Silva";-22,8640775;-43,299613;49,7;21;"3304557"
"RJ";"Rio de Janeiro";"Engenho da Rainha";"20766721";"Estrada Adhemar Bebiano";-22,8650532;-43,2940226;27,5;21;"3304557"
"RJ";"Rio de Janeiro";"Engenho de Dentro";"20770006";"Rua Doutor Padilha";-22,8935078;-43,2895633;28,7;21;"3304557"
"RJ";"Rio de Janeiro";"Engenho de Dentro";"20770010";"Rua das Oficinas";-22,8914569;-43,2914918;26,6;21;"3304557"
"RJ";"Rio de Janeiro";"Engenho de Dentro";"20770060";"Rua Henrique Scheid";-22,8890867;-43,289598;23,4;21;"3304557"
"RJ";"Rio de Janeiro";"Todos os Santos";"20770130";"Rua Piauí";-22,8920141;-43,2877006;25,6;21;"3304557"
"RJ";"Rio de Janeiro";"Todos os Santos";"20770150";"Rua São Brás";-22,8913111;-43,2867981;30,6;21;"3304557"
"RJ";"Rio de Janeiro";"Todos os Santos";"20770240";"Rua José Bonifácio";-22,8925694;-43,2827397;25,7;21;"3304557"
"RJ";"Rio de Janeiro";"Todos os Santos";"20770290";"Rua Elisa de Albuquerque";-22,8955688;-43,2852232;47,6;21;"3304557"
"RJ";"Rio de Janeiro";"Del Castilho";"20771000";"Avenida Dom Hélder Câmara";-22,8799261;-43,2680332;20,5;21;"3304557"
"RJ";"Rio de Janeiro";"Cachambi";"20771004";"Avenida Dom Hélder Câmara";-22,8850142;-43,2782301;21,1;21;"3304557"
"RJ";"Rio de Janeiro";"Cachambi";"20771410";"Rua Cirne Maia";-22,8920025;-43,2797248;31,5;21;"3304557"
"RJ";"Rio de Janeiro";"Todos os Santos";"20771420";"Rua Honório";-22,8928494;-43,2846653;41,7;21;"3304557"
"RJ";"Rio de Janeiro";"Cachambi";"20771445";"Rua Tenente Franca";-22,8905849;-43,2789678;44;21;"3304557"
"RJ";"Rio de Janeiro";"Cachambi";"20771450";"Rua Silva Mourão";-22,8883581;-43,2795731;39,6;21;"3304557"
"RJ";"Rio de Janeiro";"Cachambi";"20771470";"Rua Chaves Pinheiro";-22,8868911;-43,2777846;23,3;21;"3304557"
"RJ";"Rio de Janeiro";"Méier";"20775020";"Rua Padre Ildefonso Penalba";-22,8947633;-43,2803608;29,6;21;"3304557"
"RJ";"Rio de Janeiro";"Méier";"20775050";"Rua Coração de Maria";-22,8948799;-43,2771103;38,1;21;"3304557"
"RJ";"Rio de Janeiro";"Méier";"20775090";"Rua Aristides Caire";-22,8971584;-43,2759743;28,6;21;"3304557"
"RJ";"Rio de Janeiro";"Méier";"20775120";"Rua Enéias Galvão";-22,8969652;-43,2739511;25,8;21;"3304557"
"RJ";"Rio de Janeiro";"Cachambi";"20775182";"Rua Cachambi";-22,8899874;-43,2736259;24;21;"3304557"
"RJ";"Rio de Janeiro";"Cachambi";"20780200";"Rua Ferreira de Andrade";-22,8909221;-43,2709656;20,7;21;"3304557"
"RJ";"Rio de Janeiro";"Cachambi";"20780370";"Rua Miguel Cervantes";-22,8920364;-43,2679;18,8;21;"3304557"
"RJ";"Rio de Janeiro";"São Cristóvão";"20921030";"Rua General Bruce";-22,8955277;-43,2222823;16,3;21;"3304557"
"RJ";"Rio de Janeiro";"São Cristóvão";"20921280";"Rua Lima Barros";-22,8896499;-43,2260749;10,2;21;"3304557"
"RJ";"Rio de Janeiro";"São Cristóvão";"20921400";"Rua General José Cristino";-22,8947971;-43,2254516;23,3;21;"3304557"
"RJ";"Rio de Janeiro";"São Cristóvão";"20940200";"Rua Fonseca Teles";-22,9018109;-43,2222223;32,6;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"São Francisco Xavier";"20950004";"Avenida Marechal Rondon";-22,9043747;-43,2436871;27,1;21;"3304557"
"RJ";"Rio de Janeiro";"Riachuelo";"20950090";"Rua Vinte e Quatro de Maio";-22,9018183;-43,2525672;18,9;21;"3304557"
"RJ";"Rio de Janeiro";"Riachuelo";"20950201";"Avenida Marechal Rondon";-22,9031802;-43,2528246;24;21;"3304557"
"RJ";"Rio de Janeiro";"Riachuelo";"20960080";"Rua Barbosa da Silva";-22,8993842;-43,2537222;23,8;21;"3304557"
"RJ";"Rio de Janeiro";"Rocha";"20961000";"Rua General Belford";-22,8986013;-43,2523968;15,9;21;"3304557"
"RJ";"Rio de Janeiro";"Engenho Novo";"20961150";"Rua Sousa Barros";-22,900935;-43,2673023;19,7;21;"3304557"
"RJ";"Rio de Janeiro";"Sampaio";"20961160";"Rua Dois de Maio";-22,9003119;-43,263486;15,7;21;"3304557"
"RJ";"Rio de Janeiro";"Engenho Novo";"20961210";"Rua Baronesa do Engenho Novo";-22,8956381;-43,2641428;17,9;21;"3304557"
"RJ";"Rio de Janeiro";"Cordovil";"21012065";"Avenida Brasil";-22,8153105;-43,2913885;15,8;21;"3304557"
"RJ";"Rio de Janeiro";"Penha";"21020330";"Rua Quito";-22,8382397;-43,2753003;16,9;21;"3304557"
"RJ";"Rio de Janeiro";"Penha";"21020410";"Rua do Couto";-22,8355594;-43,2737137;8,8;21;"3304557"
"RJ";"Rio de Janeiro";"Penha";"21020972";"Rua Nicarágua 537 Loja A";-22,838767;-43,2801111;15,4;21;"3304557"
"RJ";"Rio de Janeiro";"Olaria";"21021400";"Rua Anspecada Melo";-22,8454539;-43,2662774;16,1;21;"3304557"
"RJ";"Rio de Janeiro";"Olaria";"21021521";"Rua Leopoldina Rego";-22,8506756;-43,2632895;15,8;21;"3304557"
"RJ";"Rio de Janeiro";"Ramos";"21031700";"Rua João Romariz";-22,8523943;-43,255578;10,8;21;"3304557"
"RJ";"Rio de Janeiro";"Bonsucesso";"21040212";"Avenida Guilherme Maxwell";-22,8652608;-43,2424872;11,1;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Del Castilho";"21050624";"Avenida Dom Hélder Câmara";-22,8810842;-43,2723945;24;21;"3304557"
"RJ";"Rio de Janeiro";"Maria da Graça";"21050630";"Rua Pires de Carvalho";-22,8797576;-43,2633829;36;21;"3304557"
"RJ";"Rio de Janeiro";"Maria da Graça";"21050650";"Rua Silva Rosa";-22,8802401;-43,2615662;29;21;"3304557"
"RJ";"Rio de Janeiro";"Del Castilho";"21051070";"Estrada Adhemar Bebiano";-22,8803653;-43,2690045;20,2;21;"3304557"
"RJ";"Rio de Janeiro";"Bonsucesso";"21061020";"Avenida Itaóca";-22,8689014;-43,2676251;16,1;21;"3304557"
"RJ";"Rio de Janeiro";"Bonsucesso";"21061021";"Avenida Itaóca";-22,8689014;-43,2676251;16,1;21;"3304557"
"RJ";"Rio de Janeiro";"Vila da Penha";"21211006";"Avenida Meriti";-22,8500859;-43,3096436;25,4;21;"3304557"
"RJ";"Rio de Janeiro";"Braz de Pina";"21211780";"Rua Engenheiro Oscar Weinschenk";-22,8372551;-43,3108491;13,6;21;"3304557"
"RJ";"Rio de Janeiro";"Vicente de Carvalho";"21220270";"Rua Belarmino de Matos";-22,8502843;-43,31263;27,1;21;"3304557"
"RJ";"Rio de Janeiro";"Vicente de Carvalho";"21220290";"Rua Bernardo Taveira";-22,8505786;-43,3137189;29,1;21;"3304557"
"RJ";"Rio de Janeiro";"Irajá";"21220310";"Estrada Coronel Vieira";-22,8474688;-43,3199753;18,1;21;"3304557"
"RJ";"Rio de Janeiro";"Vila da Penha";"21221300";"Avenida Oliveira Belo";-22,8446275;-43,3100298;17,9;21;"3304557"
"RJ";"Rio de Janeiro";"Vila da Penha";"21221390";"Rua Engenheiro Lafaiete Stockler";-22,8440802;-43,3094623;18,3;21;"3304557"
"RJ";"Rio de Janeiro";"Irajá";"21230042";"Avenida Brasil";-22,820269;-43,3212994;15,2;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Vista Alegre";"21230355";"Estrada da Água Grande";-22,8302817;-43,3166841;17;21;"3304557"
"RJ";"Rio de Janeiro";"Irajá";"21230510";"Rua Estremadura";-22,8240545;-43,3176447;30,5;21;"3304557"
"RJ";"Rio de Janeiro";"Irajá";"21235111";"Avenida Monsenhor Félix";-22,8475248;-43,3248024;22,1;21;"3304557"
"RJ";"Rio de Janeiro";"Irajá";"21235250";"Rua Marquês de Aracati";-22,8433959;-43,3254456;17,6;21;"3304557"
"RJ";"Rio de Janeiro";"Colégio";"21235280";"Estrada do Colégio";-22,8375268;-43,3320636;22,1;21;"3304557"
"RJ";"Rio de Janeiro";"Irajá";"21235550";"Rua Monte Santo";-22,8389154;-43,3166407;30,5;21;"3304557"
"RJ";"Rio de Janeiro";"Colégio";"21236250";"Travessa Humaitá";-22,958737;-43,2000248;19,9;21;"3304557"
"RJ";"Rio de Janeiro";"Parada de Lucas";"21250391";"Avenida Meriti";-22,8257706;-43,3119295;11,6;21;"3304557"
"RJ";"Rio de Janeiro";"Parada de Lucas";"21250610";"Rua Misael de Mendonça";-22,8212034;-43,3124383;16,9;21;"3304557"
"RJ";"Rio de Janeiro";"Parada de Lucas";"21250620";"Rua Álvaro de Macedo";-22,8184513;-43,3030143;7,6;21;"3304557"
"RJ";"Rio de Janeiro";"Madureira";"21310050";"Rua Maria Lópes";-22,8797381;-43,3373625;32,4;21;"3304557"
"RJ";"Rio de Janeiro";"Cascadura";"21310310";"Avenida Ernani Cardoso";-22,8818576;-43,3303005;37,8;21;"3304557"
"RJ";"Rio de Janeiro";"Quintino Bocaiúva";"21311360";"Rua da República";-22,8911415;-43,3207974;54,8;21;"3304557"
"RJ";"Rio de Janeiro";"Campinho";"21320060";"Rua Cândido Benício";-22,8856237;-43,3481044;32;21;"3304557"
"RJ";"Rio de Janeiro";"Praça Seca";"21321050";"Rua Florianópolis";-22,8969486;-43,3517578;40,9;21;"3304557"
"RJ";"Rio de Janeiro";"Praça Seca";"21321060";"Rua Maranga";-22,9001424;-43,3461719;51,4;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Valqueire";"21321560";"Rua Ouro Branco";-22,8852414;-43,367481;37,2;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Valqueire";"21330500";"Rua Evaristo de Morais";-22,8851424;-43,3633831;41,1;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Valqueire";"21330550";"Rua Guaranésia";-22,8876559;-43,3624815;46,7;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Valqueire";"21330650";"Rua Quiririm";-22,8879496;-43,3634352;43,4;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Valqueire";"21330740";"Rua das Dálias";-22,8803901;-43,3655751;36,3;21;"3304557"
"RJ";"Rio de Janeiro";"Bento Ribeiro";"21340060";"Rua Adalgisa Aleixo";-22,8681763;-43,3595941;27,4;21;"3304557"
"RJ";"Rio de Janeiro";"Praça Seca";"21341270";"Rua Pinto Teles";-22,8870327;-43,3496607;33,9;21;"3304557"
"RJ";"Rio de Janeiro";"Madureira";"21341331";"Estrada Intendente Magalhães";-22,8773125;-43,3365814;33,9;21;"3304557"
"RJ";"Rio de Janeiro";"Campinho";"21341460";"Rua Ana Teles";-22,8853516;-43,3486102;32,3;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Madureira";"21360202";"Avenida Ministro Edgard Romero";-22,8773125;-43,3365814;33,9;21;"3304557"
"RJ";"Rio de Janeiro";"Irajá";"21361500";"Rua Eugênio Gudin";-22,849134;-43,3291865;47,7;21;"3304557"
"RJ";"Rio de Janeiro";"Engenheiro Leal";"21370200";"Rua Enaldo dos Santos Araújo";-22,8763557;-43,3190903;43,3;21;"3304557"
"RJ";"Rio de Janeiro";"Tomás Coelho";"21370455";"Rua Silva Vale";-22,8690257;-43,3040224;29,1;21;"3304557"
"RJ";"Rio de Janeiro";"Irajá";"21371270";"Rua Baepina";-22,8511467;-43,3204701;26,4;21;"3304557"
"RJ";"Rio de Janeiro";"Cascadura";"21380320";"Rua Cerqueira Daltro";-22,8791643;-43,3215441;39,9;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Honório Gurgel";"21512001";"Estrada João Paulo";-22,8453344;-43,3558285;26,4;21;"3304557"
"RJ";"Rio de Janeiro";"Pavuna";"21520002";"Avenida Pastor Martin Luther King Jr";-22,8112324;-43,3625273;15,8;21;"3304557"
"RJ";"Rio de Janeiro";"Pavuna";"21520050";"Rua Brás Cubas";-22,8087223;-43,3645795;23,1;21;"3304557"
"RJ";"Rio de Janeiro";"Rocha Miranda";"21540500";"Estrada do Barro Vermelho";-22,854762;-43,3516765;14,6;21;"3304557"
"RJ";"Rio de Janeiro";"Marechal Hermes";"21610330";"Rua Xavier Curado";-22,8686237;-43,3766947;21,7;21;"3304557"
"RJ";"Rio de Janeiro";"Parque Anchieta";"21620680";"Rua Paraíba";-22,8224201;-43,3608087;55,8;21;"3304557"
"RJ";"Rio de Janeiro";"Parque Anchieta";"21625130";"Rua Capitão Mário Barbedo";-22,8354858;-43,3991887;39,7;21;"3304557"
"RJ";"Rio de Janeiro";"Anchieta";"21645521";"Avenida Chrisóstomo Pimentel de Oliveira";-22,8238795;-43,3981236;28,1;21;"3304557"
"RJ";"Rio de Janeiro";"Anchieta";"21655612";"Avenida Chrisóstomo Pimentel de Oliveira";-22,8165542;-43,38883;15,8;21;"3304557"
"RJ";"Rio de Janeiro";"Guadalupe";"21660000";"Avenida Brasil";-22,8427621;-43,373915;18,9;21;"3304557"
"RJ";"Rio de Janeiro";"Guadalupe";"21670000";"Avenida Brasil";-22,8386773;-43,3666895;21,9;21;"3304557"
"RJ";"Rio de Janeiro";"Padre Miguel";"21720540";"Rua General Jacques Ourique";-22,8685237;-43,4469524;35,1;21;"3304557"
"RJ";"Rio de Janeiro";"Realengo";"21725180";"Rua Hélio do Amaral";-22,8589207;-43,4469837;30,1;21;"3304557"
"RJ";"Rio de Janeiro";"Realengo";"21730245";"Rua Curitiba";-22,8763107;-43,4302937;38,4;21;"3304557"
"RJ";"Rio de Janeiro";"Jardim Sulacap";"21740030";"Estrada Japore";-22,9068467;-43,1728965;34,1;21;"3304557"
"RJ";"Rio de Janeiro";"Jardim Sulacap";"21741110";"Avenida Alberico Diniz";-22,8870892;-43,3890492;40,2;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Bangu";"21810100";"Rua Maravilha";-22,8742263;-43,4685442;43,1;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Bangu";"21820096";"Rua Rio da Prata";-22,8742263;-43,4685442;43,1;21;"3304557"
"RJ";"Rio de Janeiro";"Bangu";"21820100";"Rua dos Estampadores";-22,8827087;-43,470785;50,3;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Senador Camará";"21832375";"Rua Santa Efigênia";-22,8758503;-43,4871891;47,3;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Bangu";"21853031";"Estrada do Guandu do Sena";-22,8742263;-43,4685442;43,1;21;"3304557"
"RJ";"Rio de Janeiro";"Bangu";"21862733";"Rua Gastone Lúcia Beltrão";-22,8590501;-43,4669726;34;21;"3304557"
"RJ";"Rio de Janeiro";"Bangu";"21863420";"Rua Ibiranhem";-22,8742263;-43,4685442;43,1;21;"3304557"
"RJ";"Rio de Janeiro";"Bangu";"21863429";"Rua João Cândido Corrêa";-22,8573743;-43,4657822;36;21;"3304557"
"RJ";"Rio de Janeiro";"Tauá";"21920000";"Estrada do Dendê";-22,7957684;-43,197717;8,3;21;"3304557"
"RJ";"Rio de Janeiro";"Copacabana";"22030020";"Rua Maracanaú";-22,9637;-43,181174;26,8;21;"3304557"
"RJ";"Rio de Janeiro";"Copacabana";"22041020";"Rua Henrique Oswald";-22,9640525;-43,192136;36,7;21;"3304557"
"RJ";"Rio de Janeiro";"Lagoa";"22071050";"Rua Presidente Alfonso López";-22,9779075;-43,196877;57,1;21;"3304557"
"RJ";"Rio de Janeiro";"Ipanema";"22080046";"Rua Francisco Otaviano";-22,984667;-43,1985932;19,2;21;"3304557"
"RJ";"Rio de Janeiro";"Ipanema";"22081040";"Rua Canning";-22,9853248;-43,1947614;24,9;21;"3304557"
"RJ";"Rio de Janeiro";"Flamengo";"22210080";"Rua Paissandu";-22,933216;-43,1747019;16,2;21;"3304557"
"RJ";"Rio de Janeiro";"Glória";"22211230";"Rua Santo Amaro";-22,9225755;-43,1811894;34,8;21;"3304557"
"RJ";"Rio de Janeiro";"Catete";"22220000";"Rua do Catete";-22,9279602;-43,1807701;50,3;21;"3304557"
"RJ";"Rio de Janeiro";"Flamengo";"22220060";"Rua Machado de Assis";-22,9311345;-43,1760249;18,7;21;"3304557"
"RJ";"Rio de Janeiro";"Laranjeiras";"22221080";"Rua Marquesa de Santos";-22,9303478;-43,1812653;24,9;21;"3304557"
"RJ";"Rio de Janeiro";"Laranjeiras";"22221140";"Rua Pereira da Silva";-22,93091;-43,1896542;52,4;21;"3304557"
"RJ";"Rio de Janeiro";"Flamengo";"22230001";"Rua Senador Vergueiro";-22,936943;-43,1757835;20,9;21;"3304557"
"RJ";"Rio de Janeiro";"Flamengo";"22230061";"Rua Marquês de Abrantes";-22,9370897;-43,1775269;26,8;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22231000";"Rua Barão de Itambi";-22,9410188;-43,1807589;23,7;21;"3304557"
"RJ";"Rio de Janeiro";"Laranjeiras";"22240000";"Rua das Laranjeiras";-22,9332067;-43,18473;18,5;21;"3304557"
"RJ";"Rio de Janeiro";"Laranjeiras";"22240100";"Rua Leite Leal";-22,9360833;-43,1883956;26;21;"3304557"
"RJ";"Rio de Janeiro";"Flamengo";"22250020";"Avenida Rui Barbosa";-22,9415664;-43,1727713;20,2;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22251070";"Rua Vicente de Sousa";-22,9468895;-43,1851826;11,5;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22251090";"Rua Muniz Barreto";-22,945408;-43,1840955;14,9;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22260003";"Rua São Clemente";-22,949427;-43,1856061;14,6;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22260040";"Rua Ministro Raul Fernandes";-22,9459172812;-43,188745224;11,6;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22260100";"Rua da Matriz";-22,9519592;-43,1922804;15,4;21;"3304557"
"RJ";"Rio de Janeiro";"Humaitá";"22261010";"Rua Davi Campista";-22,9534863;-43,1985382;25;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22270010";"Rua Voluntários da Pátria";-22,9511149;-43,1809269;16;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22270030";"Rua São João Batista";-22,9553377;-43,1902082;10,8;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22271020";"Rua Conde de Irajá";-22,955269;-43,1952679;17,2;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22271022";"Rua Visconde de Caravelas";-22,9511149;-43,1809269;16;21;"3304557"
"RJ";"Rio de Janeiro";"Humaitá";"22271044";"Rua Visconde de Silva";-22,9567123;-43,1984978;23,1;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Botafogo";"22271100";"Rua Mena Barreto";-22,9553919;-43,1889129;10,4;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22271110";"Rua Sorocaba";-22,9536704;-43,1896703;21,3;21;"3304557"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RJ";"Rio de Janeiro";"Botafogo";"22280002";"Rua General Polidoro";-22,9511149;-43,1809269;16;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22280020";"Rua Dona Mariana";-22,9529608;-43,188617;24,2;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22280030";"Rua Dezenove de Fevereiro";-22,9527517;-43,186823;15;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22280040";"Rua Professor Álvaro Rodrigues";-22,9517653;-43,1830449;11;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22280070";"Rua Arnaldo Quintela";-22,9552566;-43,1831171;9,9;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22280080";"Rua Assis Bueno";-22,9562453;-43,1848609;18;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22280100";"Rua Rodrigo de Brito";-22,9560019;-43,1827546;12,4;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22280110";"Rua Álvaro Ramos";-22,9569991;-43,1829763;17,4;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22281050";"Rua Henrique de Novais";-22,9551534;-43,1914646;12,7;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22281080";"Rua Pinheiro Guimarães";-22,9585005;-43,1944945;24,9;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22281900";"Rua Real Grandeza 219";-22,9556429;-43,1921006;15,1;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22290000";"Rua Fernandes Guimarães";-22,9545568;-43,182559;11;21;"3304557"
"RJ";"Rio de Janeiro";"Botafogo";"22290010";"Rua São Manuel";-22,9533954;-43,1824168;15;21;"3304557"
