"estado";"cidade";"bairro";"cep";"logradouro";"latitude";"longitude";"altitude";"ddd";"cod_IBGE"
"RJ";"Rio de Janeiro";"Vila Isabel";"20540132";"Rua Pereira Nunes";-22,9167328;-43,2508337;20,2;21;"3304557"
"RJ";"Rio de Janeiro";"Andaraí";"20540215";"Rua Barão de Mesquita";-22,9261232;-43,2483746;27,9;21;"3304557"
"RJ";"Rio de Janeiro";"Andaraí";"20540220";"Rua Gastão Penalva";-22,9270467;-43,2520858;32,5;21;"3304557"
"RJ";"Rio de Janeiro";"Grajaú";"20540310";"Rua Meira de Vasconcelos";-22,9220473;-43,2558195;31;21;"3304557"
"RJ";"Rio de Janeiro";"Grajaú";"20540342";"Rua Barão do Bom Retiro";-22,9237136;-43,258999;36,4;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20541015";"Rua Gonzaga Bastos";-22,9167328;-43,2508337;20,2;21;"3304557"
"RJ";"Rio de Janeiro";"Vila Isabel";"20541035";"Rua dos Artistas";-22,918489;-43,2386255;22,5;21;"3304557"
"RJ";"Rio de Janeiro";"Andaraí";"20541120";"Rua Barão de Itaipu";-22,9244088;-43,2476617;25,6;21;"3304557"
"RJ";"Rio de Janeiro";"Andaraí";"20541170";"Rua Leopoldo";-22,9259539;-43,2487131;25,8;21;"3304557"
"RJ";"Rio de Janeiro";"Andaraí";"20541280";"Rua Ferreira Pontes";-22,9259539;-43,2487131;25,8;21;"3304557"
"RJ";"Rio de Janeiro";"Tijuca";"20550010";"Rua São Francisco Xavier";-22,9325728;-43,2410248;33,7;21;"3304557"
"RJ";"Rio de Janeiro";"Tijuca";"20550020";"Rua Pereira de Siqueira";-22,919963;-43,2257247;19;21;"3304557"
